,Time,force_x,force_y,force_z,torque_x,torque_y,torque_z,position_x,surge_vel
100,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.666692059116014,0.33330794088398463
101,10.1,10.0,0.0,0.0,0.0,0.0,0.0,2.7000228532044126,0.3333104801289195
102,10.2,10.0,0.0,0.0,0.0,0.0,0.0,2.7333539012173045,0.3333127654493609
103,10.3,10.0,0.0,0.0,0.0,0.0,0.0,2.7666851777622408,0.33331482223775816
104,10.4,10.0,0.0,0.0,0.0,0.0,0.0,2.800016659986017,0.3333166733473157
105,10.5,10.0,0.0,0.0,0.0,0.0,0.0,2.8333483273207483,0.3333183393459174
106,10.6,10.0,0.0,0.0,0.0,0.0,0.0,2.86668016125534,0.33331983874465904
107,10.7,10.0,0.0,0.0,0.0,0.0,0.0,2.9000121451298058,0.33332118820352646
108,10.8,10.0,0.0,0.0,0.0,0.0,0.0,2.9333442639501586,0.33332240271650715
109,10.9,10.0,0.0,0.0,0.0,0.0,0.0,2.9666765042218093,0.33332349577818976
110,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000008853799628,0.33332447953370414
111,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0333413017529987,0.2999920315803337
112,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.063340504911032,0.2699928284223003
113,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.090339787753262,0.2429935455800703
114,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.114639142311269,0.21869419102206328
115,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1365085614134753,0.19682477191985695
116,11.6,0.0,0.0,0.0,0.0,0.0,0.0,3.1561910386054612,0.17714229472787124
117,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.1739052680782485,0.15942806525508413
118,11.8,0.0,0.0,0.0,0.0,0.0,0.0,3.189848074603757,0.1434852587295757
119,11.9,0.0,0.0,0.0,0.0,0.0,0.0,3.2041966004767146,0.12913673285661814
120,12.0,-10.0,0.0,0.0,0.0,0.0,0.0,3.2171102737623762,0.11622305957095633
121,12.1,-10.0,0.0,0.0,0.0,0.0,0.0,3.228732579719472,0.07126742028052736
122,12.2,-10.0,0.0,0.0,0.0,0.0,0.0,3.2358593217475247,0.03080734491914129
123,12.3,-10.0,0.0,0.0,0.0,0.0,0.0,3.238940056239439,-0.005606722906106171
124,12.4,-10.0,0.0,0.0,0.0,0.0,0.0,3.2383793839488284,-0.03837938394882889
125,12.5,-10.0,0.0,0.0,0.0,0.0,0.0,3.2345414455539454,-0.06787477888727933
126,12.6,-10.0,0.0,0.0,0.0,0.0,0.0,3.2277539676652176,-0.09442063433188473
127,12.7,-10.0,0.0,0.0,0.0,0.0,0.0,3.218311904232029,-0.11831190423202959
128,12.8,-10.0,0.0,0.0,0.0,0.0,0.0,3.2064807138088263,-0.13981404714215995
129,12.9,-10.0,0.0,0.0,0.0,0.0,0.0,3.19249930909461,-0.15916597576127728
130,13.0,-10.0,0.0,0.0,0.0,0.0,0.0,3.1765827115184826,-0.17658271151848287
131,13.1,-10.0,0.0,0.0,0.0,0.0,0.0,3.158924440366634,-0.1922577736999679
132,13.2,-10.0,0.0,0.0,0.0,0.0,0.0,3.1396986629966372,-0.20636532966330445
133,13.3,-10.0,0.0,0.0,0.0,0.0,0.0,3.119062130030307,-0.21906213003030733
134,13.4,-10.0,0.0,0.0,0.0,0.0,0.0,3.097155917027276,-0.23048925036060994
135,13.5,-10.0,0.0,0.0,0.0,0.0,0.0,3.0741069919912154,-0.24077365865788228
136,13.6,-10.0,0.0,0.0,0.0,0.0,0.0,3.0500296261254274,-0.2500296261254274
137,13.7,-10.0,0.0,0.0,0.0,0.0,0.0,3.0250266635128846,-0.25835999684621797
138,13.8,-10.0,0.0,0.0,0.0,0.0,0.0,2.999190663828263,-0.2658573304949295
139,13.9,-10.0,0.0,0.0,0.0,0.0,0.0,2.97260493077877,-0.27260493077876985
140,14.0,-10.0,0.0,0.0,0.0,0.0,0.0,2.9453444377008933,-0.2786777710342262
141,14.1,-10.0,0.0,0.0,0.0,0.0,0.0,2.9174766605974707,-0.28414332726413694
142,14.2,-10.0,0.0,0.0,0.0,0.0,0.0,2.889062327871057,-0.28906232787105657
143,14.3,-10.0,0.0,0.0,0.0,0.0,0.0,2.8601560950839513,-0.29348942841728426
144,14.4,-10.0,0.0,0.0,0.0,0.0,0.0,2.830807152242223,-0.2974738189088892
145,14.5,-10.0,0.0,0.0,0.0,0.0,0.0,2.801059770351334,-0.3010597703513336
146,14.6,-10.0,0.0,0.0,0.0,0.0,0.0,2.7709537933162003,-0.30428712664953356
147,14.7,-10.0,0.0,0.0,0.0,0.0,0.0,2.740525080651247,-0.30719174731791354
148,14.8,-10.0,0.0,0.0,0.0,0.0,0.0,2.7098059059194557,-0.3098059059194555
149,14.9,-10.0,0.0,0.0,0.0,0.0,0.0,2.67882531532751,-0.3121586486608433
150,15.0,-10.0,0.0,0.0,0.0,0.0,0.0,2.6476094504614256,-0.31427611712809234
151,15.1,-10.0,0.0,0.0,0.0,0.0,0.0,2.6161818387486164,-0.31618183874861644
152,15.2,-10.0,0.0,0.0,0.0,0.0,0.0,2.584563654873755,-0.3178969882070881
153,15.3,-10.0,0.0,0.0,0.0,0.0,0.0,2.5527739560530462,-0.31944062271971263
154,15.4,-10.0,0.0,0.0,0.0,0.0,0.0,2.520829893781075,-0.3208298937810747
155,15.5,-10.0,0.0,0.0,0.0,0.0,0.0,2.4887469044029675,-0.32208023773630057
156,15.6,-10.0,0.0,0.0,0.0,0.0,0.0,2.4565388806293376,-0.3232055472960038
157,15.7,-10.0,0.0,0.0,0.0,0.0,0.0,2.424218325899737,-0.32421832589973676
158,15.8,-10.0,0.0,0.0,0.0,0.0,0.0,2.3917964933097635,-0.3251298266430964
159,15.9,-10.0,0.0,0.0,0.0,0.0,0.0,2.359283510645454,-0.3259501773121201
160,16.0,-10.0,0.0,0.0,0.0,0.0,0.0,2.3266884929142417,-0.32668849291424146
161,16.1,-10.0,0.0,0.0,0.0,0.0,0.0,2.2940196436228177,-0.3273529769561506
162,16.2,-10.0,0.0,0.0,0.0,0.0,0.0,2.2612843459272027,-0.3279510125938689
163,16.3,-10.0,0.0,0.0,0.0,0.0,0.0,2.228489244667816,-0.3284892446678153
164,16.4,-10.0,0.0,0.0,0.0,0.0,0.0,2.1956403202010346,-0.32897365353436714
165,16.5,-10.0,0.0,0.0,0.0,0.0,0.0,2.162742954847598,-0.3294096215142638
166,16.6,-10.0,0.0,0.0,0.0,0.0,0.0,2.1298019926961715,-0.3298019926961707
167,16.7,-10.0,0.0,0.0,0.0,0.0,0.0,2.0968217934265545,-0.330155126759887
168,16.8,-10.0,0.0,0.0,0.0,0.0,0.0,2.063806280750566,-0.33047294741723166
169,16.9,-10.0,0.0,0.0,0.0,0.0,0.0,2.0307589860088426,-0.3307589860088418
170,17.0,-10.0,0.0,0.0,0.0,0.0,0.0,1.9976830874079585,-0.33101642074129095
171,17.1,-10.0,0.0,0.0,0.0,0.0,0.0,1.9645814453338295,-0.3312481120004952
172,17.2,-10.0,0.0,0.0,0.0,0.0,0.0,1.93145663413378,-0.331456634133779
173,17.3,-10.0,0.0,0.0,0.0,0.0,0.0,1.898310970720402,-0.33164430405373446
174,17.4,-10.0,0.0,0.0,0.0,0.0,0.0,1.8651465403150285,-0.33181320698169436
175,17.5,-10.0,0.0,0.0,0.0,0.0,0.0,1.831965219616859,-0.33196521961685826
176,17.6,-10.0,0.0,0.0,0.0,0.0,0.0,1.798768697655173,-0.33210203098850577
177,17.7,-10.0,0.0,0.0,0.0,0.0,0.0,1.7655584945563225,-0.3322251612229885
178,17.8,-10.0,0.0,0.0,0.0,0.0,0.0,1.7323359784340238,-0.33233597843402296
179,17.9,-10.0,0.0,0.0,0.0,0.0,0.0,1.6991023805906216,-0.332435713923954
180,18.0,-10.0,0.0,0.0,0.0,0.0,0.0,1.6658588091982263,-0.3325254758648919
181,18.1,-10.0,0.0,0.0,0.0,0.0,0.0,1.6326062616117372,-0.332606261611736
182,18.2,-10.0,0.0,0.0,0.0,0.0,0.0,1.5993456354505635,-0.33267896878389575
183,18.3,-10.0,0.0,0.0,0.0,0.0,0.0,1.566077738572174,-0.3327444052388395
184,18.4,-10.0,0.0,0.0,0.0,0.0,0.0,1.53280329804829,-0.3328032980482889
185,18.5,-10.0,0.0,0.0,0.0,0.0,0.0,1.499522968243461,-0.33285630157679336
186,18.6,-10.0,0.0,0.0,0.0,0.0,0.0,1.4662373380857816,-0.33290400475244736
187,18.7,-10.0,0.0,0.0,0.0,0.0,0.0,1.4329469376105368,-0.33294693761053595
188,18.8,-10.0,0.0,0.0,0.0,0.0,0.0,1.3996522438494832,-0.3329855771828157
189,18.9,-10.0,0.0,0.0,0.0,0.0,0.0,1.3663536861312016,-0.33302035279786746
190,19.0,-10.0,0.0,0.0,0.0,0.0,0.0,1.3330516508514147,-0.333051650851414
191,19.1,-10.0,0.0,0.0,0.0,0.0,0.0,1.2997464857662733,-0.33307981909960593
192,19.2,-10.0,0.0,0.0,0.0,0.0,0.0,1.2664385038563126,-0.33310517052297867
193,19.3,-10.0,0.0,0.0,0.0,0.0,0.0,1.2331279868040148,-0.3331279868040141
194,19.4,-10.0,0.0,0.0,0.0,0.0,0.0,1.1998151881236134,-0.33314852145694607
195,19.5,-10.0,0.0,0.0,0.0,0.0,0.0,1.166500335977919,-0.33316700264458476
196,19.6,-10.0,0.0,0.0,0.0,0.0,0.0,1.1331836357134604,-0.3331836357134596
197,19.7,-10.0,0.0,0.0,0.0,0.0,0.0,1.0998652721421145,-0.333198605475447
198,19.8,-10.0,0.0,0.0,0.0,0.0,0.0,1.0665454115945698,-0.3332120782612356
199,19.9,-10.0,0.0,0.0,0.0,0.0,0.0,1.0332242037684463,-0.33322420376844536
200,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.9999017833916017,-0.33323511672493417
201,20.1,-10.0,0.0,0.0,0.0,0.0,0.0,0.9665782717191084,-0.33324493838577407
202,20.2,-10.0,0.0,0.0,0.0,0.0,0.0,0.933253777880531,-0.33325377788053
203,20.3,-10.0,0.0,0.0,0.0,0.0,0.0,0.899928400092478,-0.33326173342581034
204,20.4,-10.0,0.0,0.0,0.0,0.0,0.0,0.866602226749897,-0.33326889341656263
205,20.5,-10.0,0.0,0.0,0.0,0.0,0.0,0.8332753374082407,-0.33327533740823967
206,20.6,-10.0,0.0,0.0,0.0,0.0,0.0,0.7999478036674167,-0.333281137000749
207,20.7,-10.0,0.0,0.0,0.0,0.0,0.0,0.7666196899673418,-0.33328635663400746
208,20.8,-10.0,0.0,0.0,0.0,0.0,0.0,0.733291054303941,-0.33329105430394007
209,20.9,-10.0,0.0,0.0,0.0,0.0,0.0,0.699961948873547,-0.3332952822068794
210,21.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.6666324206528591,-0.3332990873195248
211,21.1,-10.0,0.0,0.0,0.0,0.0,0.0,0.6333025119209066,-0.33330251192090565
212,21.2,-10.0,0.0,0.0,0.0,0.0,0.0,0.599972260728816,-0.33330559406214844
213,21.3,-10.0,0.0,0.0,0.0,0.0,0.0,0.5666417013226012,-0.33330836798926694
214,21.4,-10.0,0.0,0.0,0.0,0.0,0.0,0.5333108645236745,-0.3333108645236736
215,21.5,-10.0,0.0,0.0,0.0,0.0,0.0,0.4999797780713071,-0.33331311140463954
216,21.6,-10.0,0.0,0.0,0.0,0.0,0.0,0.46664846693084316,-0.3333151335975089
217,21.7,-10.0,0.0,0.0,0.0,0.0,0.0,0.4333169535710923,-0.33331695357109137
218,21.8,-10.0,0.0,0.0,0.0,0.0,0.0,0.3999852582139832,-0.3333185915473156
219,21.9,-10.0,0.0,0.0,0.0,0.0,0.0,0.3666533990592516,-0.3333200657259173
220,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333213924866599,-0.33332139248665893
221,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.29998925323799397,-0.299989253237993
222,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.26999032791419464,-0.26999032791419375
223,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.24299129512277526,-0.24299129512277437
224,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2186921656104978,-0.21869216561049692
225,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1968229490494481,-0.19682294904944722
226,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1771406541445034,-0.1771406541445025
227,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.15942658873005314,-0.15942658873005225
228,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.14348392985704791,-0.14348392985704703
229,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.12913553687134322,-0.12913553687134233
